reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_brainmetastasis	minFlux_breastcancer	maxFlux_brainmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_8612	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_8676	0.79044	-0.1042	0.14496	5.8067e-27	1.659e-25	1.0024e-36	218.4331__187.0618	192.4548__230.3023	0__1000	217.6772__167.8027	0.10314__0.38197	2.6977__4.3733	1	5.8067e-27	73.4107	31.738	355.4011	329.2483	1.2972	0.77088
HMR_9173	0.76193	-0.0711	0.14505	2.6435e-34	5.3043e-37	1.5338e-38	-200.0885__-227.7566	148.9156__158.2114	0__-500	-173.5546__-204.6772	-1.0585__-1.036	4.7564__4.8664	1	2.6435e-34	-290.6356	-324.3718	-80.9329	-105.1528	0.84794	1.1793
HMR_9183	0.56489	0.2012	0.14548	2.609e-170	1.0487e-173	5.9372e-162	-334.1626__-257.8071	202.6893__176.9629	-500__-500	-314.4739__-228.1167	-0.57202__-0.7695	2.9238__3.3043	1	2.609e-170	-459.3928	-372.0152	-177.7783	-115.5416	1.3786	0.72539
HMR_9189	0.84954	-0.0436	0.14496	8.6305e-07	5.8797e-07	8.5072e-10	338.9321__326.503	174.3213__177.4436	0__-3.3739e-13	327.6228__308.7233	0.25292__0.56058	2.3771__3.1954	1	8.6305e-07	199.9592	195.0296	467.4483	431.3908	1.0612	0.94231
HMR_9608	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_9617	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	9.81629__10.9449	2.8638__3.6072	21.4177__0	9.66722__10.828	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	8.0481	8.9862	11.3894	12.7276	0.8928	1.1201
HMR_9641	0.4946	0.2914	0.14496	9.9812e-208	5.7033e-211	3.1392e-212	225.9418__289.088	135.8427__148.5071	-1.025492e-12__500	212.4115__282.0914	0.69707__0.52038	3.697__3.866	1	9.9812e-208	119.125	181.1662	314.5242	388.7539	0.75299	1.328
HMR_9728	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-14.4656__-16.1287	4.2202__5.3157	-31.5618__0	-14.2459__-15.9565	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-16.7838	-18.7558	-11.8599	-13.2423	0.8928	1.1201
HMR_0158	0.23773	-0.4262	0.14496	0	0	0	0.45046__0.35024	0.1559__0.11543	-4.9129e-12__0	0.43698__0.3465	1.7241__2.3303	17.243__22.5881	1	0	0.34815	0.28756	0.53632	0.40729	1.2611	0.79296
HMR_0169	0.0	-0.9965	0.14607	0	0	0	0.13633__9.1821e-15	0.09088__5.8423e-15	0__0	0.12799__8.9797e-15	1.1239__-0.14206	8.9981__3.472	1	0	0.062755	5.3276e-15	0.19628	1.2938e-14	14253108046009.81	7.016e-14
HMR_0578	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6062e-177	0.32297__0.36011	0.094224__0.11868	0.70468__0	0.31807__0.35626	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.2648	0.29566	0.37473	0.41876	0.8928	1.1201
HMR_0587	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.16149__-0.18005	0.047112__0.059341	-0.35234__0	-0.15903__-0.17813	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.18737	-0.20938	-0.1324	-0.14783	0.8928	1.1201
HMR_2127	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_2141	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_3789	0.50385	0.2462	0.14496	9.294e-216	6.1953e-201	1.5582e-175	82.82575__115.4068	66.833__82.9132	-6.2408e-13__-7.9633e-10	68.8356__97.9361	1.497__0.76154	6.709__2.9578	1	9.294e-216	32.1392	48.5491	117.5551	169.0969	0.70286	1.4228
HMR_3952	0.2457	0.483	0.14496	0	0	0	-113.5732__-78.86286	42.3618__44.2732	-376.3023__0	-108.6923__-75.23247	-0.93837__-0.9172	5.1164__5.5066	1	0	-137.9103	-106.3377	-83.9132	-46.6439	1.4448	0.69216
HMR_4760	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_4843	0.48089	0.2694	0.14496	1.8216e-240	5.521e-226	1.4561e-201	110.5497__146.3182	68.1322__86.3844	-4.8819e-11__-7.9633e-10	96.0385__128.0541	1.4492__0.80722	6.3415__3.2096	1	1.8216e-240	59.2222	77.4746	145.9792	201.6769	0.74998	1.3334
HMR_4852	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6006e-177	12.1973__13.5996	3.5584__4.4821	-2.1433e-11__0	12.012__13.4544	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	10.0002	11.1658	14.152	15.8147	0.8928	1.1201
HMR_4854	0.49111	-0.2612	0.14496	2.3065e-230	1.2645e-215	2.4332e-190	-98.29042__-132.6495	67.4413__84.7161	-33.86935__-489.5994	-84.00296__-114.6824	-1.4745__-0.78418	6.5091__3.063	1	2.3065e-230	-133.3861	-187.5303	-47.3585	-64.5459	0.73248	1.3652
HMR_4888	0.36575	-0.3614	0.14496	0	0	0	-261.3951__-387.8012	159.2498__210.8875	-859.3034__0	-257.2683__-376.4675	-0.18404__-0.21306	3.1441__2.5911	1	0	-364.5128	-531.23	-153.9158	-226.5086	0.68337	1.4633
HMR_4898	0.65156	0.1778	0.14496	2.8315e-98	2.6888e-104	4.2721e-93	124.3657__138.1499	41.7328__47.4401	-7.2338e-14__0	124.3692__137.3201	0.10882__0.082367	2.7162__2.6402	1	2.8315e-98	93.6559	102.3234	154.3367	173.4854	0.90569	1.1041
HMR_4926	0.51357	0.241	0.14496	1.2011e-133	1.13e-130	3.6004e-177	0.69319__0.77289	0.20223__0.25473	-1.2181e-12__-2.4444e-13	0.68266__0.76463	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.56832	0.63457	0.80428	0.89877	0.8928	1.1201
HMR_4957	0.50385	0.2466	0.14496	9.294e-216	6.1953e-201	1.5538e-175	82.82575__115.4068	66.833__82.9132	-6.2405e-13__-2.7301e-12	68.8356__97.9361	1.497__0.76154	6.709__2.9578	1	9.294e-216	32.1392	48.5491	117.5551	169.0969	0.70286	1.4228
HMR_5006	0.2457	-0.483	0.14496	0	0	0	113.5732__78.86286	42.3618__44.2732	-1.3793e-12__0	108.6923__75.23247	0.93837__0.9172	5.1164__5.5066	1	0	83.9132	46.6439	137.9103	106.3377	1.4448	0.69216
HMR_5031	0.46919	0.2548	0.14496	5.8094e-239	1.4204e-252	9.1448e-242	242.4599__288.8447	89.46624__100.6694	-1.2638e-12__-5.1752e-13	234.1742__283.8537	0.44166__0.2289	2.8685__2.8672	1	5.8094e-239	175.7671	213.9863	300.1576	359.4265	0.82498	1.2121
HMR_5033	0.056703	-0.5968	0.14496	0	0	0	-113.288__-179.9353	42.3227__72.2938	-375.4789__-722.4345	-108.4594__-169.8568	-0.9378__-0.9604	5.1098__4.8027	1	0	-137.5819	-219.3192	-83.645	-129.8888	0.63853	1.5661
HMR_5043	0.8116	0.0761	0.14505	2.9327e-27	1.0099e-27	8.7559e-22	421.7099__448.0894	161.8602__179.0754	500__500	422.9521__445.9885	0.064241__0.15616	2.6057__2.5925	1	2.9327e-27	300.6272	312.7775	537.6821	577.7405	0.94835	1.0545
HMR_6287	0.50382	0.2472	0.14496	1.0648e-215	7.094e-201	1.7303e-175	82.76721__115.3415	66.8313__82.9071	0__0	68.7723__97.8755	1.497__0.76146	6.7097__2.9575	1	1.0648e-215	32.0768	48.4924	117.5014	169.049	0.70265	1.4232
HMR_6294	0.51357	0.2406	0.14496	1.2011e-133	1.13e-130	3.6077e-177	15.5232__17.308	4.5288__5.7043	-2.7277e-11__0	15.2875__17.1232	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	12.727	14.2105	18.011	20.1271	0.8928	1.1201
HMR_6332	0.45537	-0.3014	0.14496	1.9469e-278	6.2788e-275	5.9711e-253	211.2446__151.3105	129.1149__105.1598	0__0	196.3653__133.3081	0.63886__0.98877	3.3172__4.4216	1	1.9469e-278	111.3184	70.1084	297.3009	214.7747	1.473	0.67888
HMR_6334	0.68628	-0.1782	0.14513	3.3035e-78	4.4119e-77	1.0862e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_6431	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6438	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_6446	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6454	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_7638	0.79049	0.1078	0.14496	3.0626e-27	6.3164e-28	2.0636e-38	316.6727__335.1679	125.0951__113.0067	-3.4747e-12__-8.7703e-12	302.8107__330.9576	0.41394__0.19951	2.7489__2.9838	1	3.0626e-27	222.2949	255.6381	403.7226	409.6285	0.91495	1.093
HMR_7719	0.68628	0.1786	0.14513	3.3035e-78	4.4119e-77	1.0806e-85	-129.1705__-108.9077	77.0694__76.467	0__0	-120.9487__-94.52107	-0.55666__-0.70307	2.9378__2.9427	1	3.3035e-78	-179.2672	-159.7863	-69.2764	-47.3831	1.2796	0.7815
HMR_7815	0.056703	0.5968	0.14496	0	0	0	113.288__179.9353	42.3227__72.2938	-1.3646e-12__-2.2956e-12	108.4594__169.8568	0.9378__0.9604	5.1098__4.8027	1	0	83.645	129.8888	137.5819	219.3192	0.63853	1.5661
HMR_8009	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_8475	0.92772	0.0256	0.14496	0.0049374	0.006126	8.1005e-05	-142.8983__-138.7786	105.1261__107.3982	-759.4634__0	-121.8414__-115.5034	-1.0518__-1.1136	4.3928__4.7273	1	0.0049374	-205.7827	-201.3379	-59.9152	-53.3411	1.0549	0.94798
HMR_8614	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_8891	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
HMR_7771	1.0	-0.8891	0.15189	0	0	0	0__-2.4513e-16	0__1.6283e-16	0__0	0__-2.4037e-16	none	none	1	0	0.0	-3.54e-16	0.0	-1.3794e-16	0	-Inf
HMR_1095	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_5423	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_7786	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_7792	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8639	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.95084__1.0602	0.2774__0.3494	2.0746__0	0.9364__1.0488	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.77957	0.87043	1.1032	1.2328	0.8928	1.1201
HMR_3953	0.51357	-0.2406	0.14496	1.2011e-133	1.13e-130	3.6118e-177	-0.0022072__-0.002461	0.00064394__0.00081109	-0.0048159__0	-0.0021737__-0.0024347	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.002561	-0.0028619	-0.0018096	-0.0020206	0.8928	1.1201
HMR_4765	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00036752__-0.00040977	0.00010722__0.00013505	-0.0015972__0	-0.00036193__-0.0004054	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00042641	-0.00047651	-0.00030132	-0.00033644	0.8928	1.1201
HMR_4856	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0022072__0.002461	0.00064394__0.00081109	0.0048159__0	0.0021737__0.0024347	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0018096	0.0020206	0.002561	0.0028619	0.8928	1.1201
HMR_4883	0.51357	-0.2406	0.14496	1.2011e-133	1.13e-130	3.6034e-177	-0.0073525__-0.0081978	0.002145__0.0027018	-0.016042__0	-0.0072408__-0.0081103	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0085308	-0.0095331	-0.0060281	-0.0067307	0.8928	1.1201
HMR_4894	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0080896__0.0090197	0.0023601__0.0029727	0.01765__0	0.0079668__0.0089234	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0066324	0.0074055	0.0093861	0.010489	0.8928	1.1201
HMR_6629	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0029401__0.0032782	0.00085776__0.0010804	-5.1663e-15__0	0.0028955__0.0032432	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0024105	0.0026915	0.0034113	0.0038121	0.8928	1.1201
HMR_7778	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0036773__0.0041001	0.0010728__0.0013513	0.0080233__0	0.0036215__0.0040563	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0030149	0.0033663	0.0042666	0.0047679	0.8928	1.1201
HMR_7780	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0036773__0.0041001	0.0010728__0.0013513	0.0080233__0	0.0036215__0.0040563	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0030149	0.0033663	0.0042666	0.0047679	0.8928	1.1201
HMR_8722	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0036794__0.0041025	0.0010734__0.0013521	0.008028__0	0.0036236__0.0040587	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0030167	0.0033683	0.0042691	0.0047707	0.8928	1.1201
HMR_9625	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
ACRNtm	0.63212	0.17	0.14496	2.9047e-80	8.0308e-78	1.6104e-88	-0.77343__-0.71035	0.24149__0.23411	-3.9061__-2.9293	-0.7561__-0.70276	-1.7146__-2.3303	17.6412__22.5881	1	2.9047e-80	-0.90486	-0.82605	-0.62273	-0.58322	1.0759	0.92946
BILDGLCURtr	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00036752__0.00040977	0.00010722__0.00013505	0.00080187__0	0.00036193__0.0004054	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00030132	0.00033644	0.00042641	0.00047651	0.8928	1.1201
BTNt4i	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
CLPNDCOAtx	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FOLt2	0.62594	-0.1528	0.14496	3.7488e-101	9.0481e-96	1.0027e-94	175.02__100.7941	263.7566__238.4054	0__500	169.3__86.61537	-0.0378__0.03264	2.8584__3.5614	1	3.7488e-101	-7.0965	-51.2022	366.5557	254.3941	1.9546	0.51161
GLCt2_2	0.83259	0.07	0.14496	2.9222e-10	1.1608e-09	8.1098e-17	227.0182__237.902	130.5834__122.0782	0__-164.9761	214.2968__232.6621	0.58439__0.42316	3.4875__4.0698	1	2.9222e-10	131.1712	153.5993	309.3467	318.2355	0.92106	1.0857
LPCHOLt	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	4.4444__4.9554	1.2966__1.6332	9.6971__0	4.3769__4.9025	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	3.6438	4.0686	5.1567	5.7626	0.8928	1.1201
NAHCO3_HCLt	0.82038	-0.0966	0.14496	1.4043e-24	4.9612e-24	2.4451e-22	514.5501__490.6793	163.4917__169.9096	51.2332__40.8437	505.8207__482.9249	0.24308__0.21368	2.6771__2.6108	1	1.4043e-24	395.37	366.0829	624.7742	607.5962	1.0474	0.95474
NH4t3r	0.80919	-0.0522	0.14496	1.0183e-27	5.8525e-28	3.3468e-24	-45.8667__-73.4818	186.0209__169.3281	-681.8099__-657.9817	-46.094__-72.6391	0.092103__0.01464	2.9459__2.9805	1	1.0183e-27	-175.0427	-190.6988	77.1822	41.723	0.63456	1.5759
PEt	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	1.5021__1.6748	0.43823__0.55198	3.2774__0	1.4793__1.6569	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	1.2315	1.3751	1.7428	1.9476	0.8928	1.1201
PGLYCt	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.23711__0.26437	0.069174__0.08713	0.51734__0	0.23351__0.26155	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1944	0.21706	0.27511	0.30743	0.8928	1.1201
PSt3	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.14967__0.16688	0.043665__0.054999	0.32656__0	0.1474__0.1651	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.12271	0.13701	0.17366	0.19406	0.8928	1.1201
XOLEST2te	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.09059__0.10101	0.026429__0.033289	0.19765__0	0.089214__0.099927	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.074272	0.082929	0.10511	0.11746	0.8928	1.1201
r0941	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6059e-177	-28.4171__-31.6843	8.29043__10.4424	-123.4964__-130.6562	-27.9856__-31.346	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-32.9712	-36.8451	-23.2983	-26.014	0.8928	1.1201
r1147	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	0.0034437__0.0038396	0.0010047__0.0012654	0.0075136__0	0.0033914__0.0037986	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0028234	0.0031525	0.0039956	0.004465	0.8928	1.1201
r1423	0.93123	-0.0047	0.14539	0.062325	0.073197	0.51949	263.7428__269.0267	204.5891__212.4084	500__0	220.3397__224.077	1.0106__0.91622	3.7392__3.3027	0	0.062325	100.8245	94.8621	381.6071	396.3806	0.98332	1.017
r2377	0.51357	0.2406	0.14496	1.2011e-133	1.13e-130	3.6077e-177	15.5232__17.308	4.5288__5.7043	33.8694__0	15.2875__17.1232	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	12.727	14.2105	18.011	20.1271	0.8928	1.1201
PIt8	0.65076	0.1474	0.14496	5.2754e-83	4.5414e-82	8.4217e-78	-582.7092__-526.8488	198.3978__211.1826	-1000__-1000	-597.345__-545.4548	0.51108__0.44609	3.1158__3.0227	1	5.2754e-83	-728.968	-680.0483	-460.1382	-391.0381	1.0951	0.91313
C4tmc	0.51357	0.2406	0.14496	1.2011e-133	1.13e-130	3.6078e-177	0.31413__0.35024	0.091644__0.11543	0.68538__0	0.30936__0.3465	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.25754	0.28756	0.36447	0.40729	0.8928	1.1201
C6COAt	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Coqe	0.51357	0.2402	0.14496	1.1984e-133	1.1274e-130	3.6087e-177	0.0014743__0.0016438	0.00043012__0.00054177	-5.2316e-13__-3.3221e-09	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.1984e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.89279	1.1201
PPItm	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.1777__-0.19813	0.051843__0.065301	-0.38772__0	-0.17501__-0.19602	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.20618	-0.23041	-0.14569	-0.16268	0.8928	1.1201
TAURCHAe	0.45683	0.301	0.1453	8.3884e-276	3.2304e-281	4.4254e-281	521.9962__634.0628	216.5166__218.6669	500__0	525.3981__660.5479	-0.021241__-0.45323	2.3385__2.5356	1	8.3884e-276	364.6288	480.267	681.5828	805.3068	0.7954	1.2572
q10tm	0.51357	0.2402	0.14496	1.1984e-133	1.1274e-130	3.6084e-177	0.0014743__0.0016438	0.00043012__0.00054177	-5.2316e-13__-3.3221e-09	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.1984e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.89279	1.1201
AHCYSte	0.0	0.9984	0.14582	0	0	0	0__407.453	0__224.1793	0__500	0__408.9502	none	none	1	0	0.0	230.116	0.0	565.3349	0	Inf
PEPtr	0.91781	0.0087	0.14505	0.0056502	0.0084709	0.22527	-386.3923__-393.4594	184.358__195.0727	-1000__-1000	-396.0793__-391.238	0.19541__-0.048444	3.3897__3.2026	1	0.0056502	-508.5969	-523.6558	-269.809	-263.485	1.0124	0.98778
DCMPtr	0.9282	-0.025	0.14496	0.0051812	0.0064158	8.7225e-05	143.0919__138.9945	105.1406__107.4159	-2.727753e-12__500	122.084__115.7654	1.052__1.1139	4.394__4.7287	1	0.0051812	60.0667	53.5337	205.9883	201.5752	1.0546	0.94824
FUMtr	0.49112	-0.261	0.14496	2.5427e-230	1.3962e-215	2.7195e-190	-98.24221__-132.5957	67.4389__84.7099	-33.76416__-196.0455	-83.94183__-114.6376	-1.4745__-0.78409	6.5098__3.0625	1	2.5427e-230	-133.3357	-187.4747	-47.3227	-64.5039	0.73224	1.3657
GLCURtr	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
XMPtr	0.76193	-0.071	0.14496	2.6435e-34	5.3043e-37	1.5342e-38	-200.0885__-227.7566	148.9156__158.2114	0__-500	-173.5546__-204.6772	-1.0585__-1.036	4.7564__4.8664	1	2.6435e-34	-290.6356	-324.3718	-80.9329	-105.1528	0.84794	1.1793
GLYC3tr	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.16149__0.18005	0.047112__0.059341	0.35234__0	0.15903__0.17813	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.1324	0.14783	0.18737	0.20938	0.8928	1.1201
OROT5Ptr	0.0	0.725	0.14496	0	0	0	-128.3865__0.08255158	125.1259__0.02720711	0__0	-102.2048__0.08167025	-0.9185__2.3303	3.64898__22.5881	1	0	-201.6307	0.067778	-32.5034	0.095998	-1251.4322	-0.00079908
BUTSMCT1	0.57396	-0.2001	0.14505	7.103e-177	1.157e-174	6.4584e-151	-152.742__-262.2643	269.7764__274.4689	-1000__-500	-148.1263__-246.2826	-0.019929__-0.14341	2.903__2.6871	1	7.103e-177	-341.2805	-449.0632	30.7332	-65.897	0.60145	1.6627
FOLOAT2tc	0.84848	-0.0632	0.14496	2.7786e-15	1.7066e-14	4.0451e-12	-175.02__-202.1846	263.7566__235.8941	-1000__-1000	-169.3__-186.8787	0.0378__-0.06079	2.8584__3.3176	1	2.7786e-15	-366.5557	-358.8821	7.0965	-41.8471	0.90594	1.1038
GLUB0AT3tc	0.74392	-0.1196	0.14496	9.1943e-61	1.0586e-55	9.601e-39	176.612__151.2578	122.9655__103.5519	0__71.8348	151.4995__132.7164	0.93271__0.93	3.6761__3.9992	1	9.1943e-61	81.9717	69.3256	247.9819	214.8769	1.1415	0.87602
METB0AT3tc	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	4.2835__4.7759	1.2497__1.574	-7.5268e-12__0	4.2184__4.725	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	3.5119	3.9212	4.9699	5.5539	0.8928	1.1201
PYRSMCT1	0.74173	0.1106	0.14496	1.5709e-51	2.295e-52	1.9777e-48	-393.2975__-345.096	212.7391__233.1278	-1000__-500	-400.3027__-343.9586	0.064289__0.086595	2.6764__2.7943	1	1.5709e-51	-544.108	-506.3132	-243.866	-190.2783	1.1638	0.85925
TYRB0AT3tc	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	5.4342__6.059	1.5854__1.9969	11.8566__0	5.3517__5.9943	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	4.4553	4.9747	6.3051	7.0459	0.8928	1.1201
