reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_6512	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.881e-28	-0.0031541__-0.0032877	0.0010005__0.0010835	-0.013914__0	-0.0031065__-0.0032526	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.003707	-0.0038232	-0.0025597	-0.0026993	0.95508	0.95508
HMR_6526	0.77734	0.0924	0.14513	1.5406e-28	2.7604e-27	3.2861e-26	86.552__97.6125	69.5953__74.6645	0__0	70.0474__81.5838	1.1389__0.98756	4.1232__3.7605	1	1.5406e-28	32.4575	38.0009	123.6495	142.6394	0.85859	0.85859
HMR_6529	0.58323	0.2242	0.1453	6.5667e-163	3.9522e-167	2.2311e-147	94.54269__122.4166	64.7737__76.4498	0__0	84.18736__113.1638	0.74402__0.66243	3.332__3.119	1	6.5667e-163	42.7246	63.3502	137.1608	169.2791	0.74394	0.74394
HMR_6628	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0055083__0.0057415	0.0017473__0.0018923	-1.0061e-13__0	0.0054251__0.0056802	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0044702	0.004714	0.0064738	0.0066767	0.95508	0.95508
HMR_7735	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_7898	0.76594	-0.0949	0.14505	1.0965e-46	1.3456e-46	3.5257e-30	-155.6323__-184.8519	129.5624__156.6994	0__0	-124.2934__-145.2842	-1.3497__-1.3754	5.7373__5.3536	1	1.0965e-46	-226.4253	-264.0544	-54.3197	-65.7804	0.85552	0.85552
HMR_7905	0.92275	0.0017	0.14607	0.36152	0.38427	0.49444	-298.2092__-300.6103	189.0089__201.0602	-500__-500	-279.2061__-269.6951	-0.6678__-0.7631	3.1742__3.2912	0	0.36152	-410.6349	-423.4684	-152.3253	-143.5338	1.0353	1.0353
HMR_8010	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0023587__-0.0024586	0.00074822__0.0008103	-0.010406__0	-0.0023231__-0.0024324	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0027722	-0.0028591	-0.0019142	-0.0020186	0.95508	0.95508
HMR_8408	0.81716	-0.0554	0.14548	8.3238e-33	2.3843e-31	7.3573e-29	-340.9351__-378.612	217.4084__238.8039	-1000__-1000	-341.2881__-381.8002	-0.046394__0.00020684	2.681__2.7052	1	8.3238e-33	-500.0	-545.6236	-183.1613	-203.8111	0.89389	0.89389
HMR_8612	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_8676	0.60335	-0.208	0.14496	1.2284e-130	4.0726e-114	1.723e-131	257.7989__187.0618	206.8388__230.3023	427.3916__1000	254.8255__167.8027	0.19161__0.38197	2.9903__4.3733	1	1.2284e-130	107.05	31.738	400.0127	329.2483	1.5186	1.5186
HMR_9173	0.57681	0.1943	0.14505	4.5171e-147	3.2587e-152	1.0864e-134	-292.4517__-227.7566	185.8243__158.2114	0__-500	-270.2604__-204.6772	-0.51858__-1.036	2.6703__4.8664	1	4.5171e-147	-419.7887	-324.3718	-142.8861	-105.1528	1.3204	1.3204
HMR_9183	0.85375	0.0657	0.14556	3.2459e-18	9.4814e-19	1.0852e-14	-280.8614__-257.8071	191.1744__176.9629	-500__-500	-255.2991__-228.1167	-0.73115__-0.7695	3.178__3.3043	1	3.2459e-18	-401.1242	-372.0152	-128.2004	-115.5416	1.1192	1.1192
HMR_9189	0.82314	0.071	0.14496	4.0523e-40	2.7673e-40	1.1697e-21	296.2406__326.503	141.9888__177.4436	0__-3.3739e-13	290.2918__308.7233	0.31335__0.56058	2.9029__3.1954	1	4.0523e-40	195.2306	195.0296	389.79	431.3908	0.9403	0.9403
HMR_9608	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_9617	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	10.5003__10.9449	3.3308__3.6072	-1.918e-10__0	10.3416__10.828	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	8.5215	8.9862	12.3408	12.7276	0.95508	0.95508
HMR_9641	0.74744	0.1106	0.14496	1.6112e-37	4.8297e-38	8.5539e-41	262.3828__289.088	143.7324__148.5071	1000__500	251.0153__282.0914	0.62161__0.52038	3.7735__3.866	1	1.6112e-37	155.7064	181.1662	355.3548	388.7539	0.88984	0.88984
HMR_9728	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-15.4735__-16.1287	4.9084__5.3157	-68.2613__0	-15.2398__-15.9565	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-18.1858	-18.7558	-12.5575	-13.2423	0.95508	0.95508
HMR_0158	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8828e-28	0.33601__0.35024	0.10659__0.11543	0.74116__0	0.33094__0.3465	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.27269	0.28756	0.39491	0.40729	0.95508	0.95508
HMR_0169	1.0	-0.0515	0.15001	0.15352	0.1535	2.2871e-08	-6.0071e-13__9.1821e-15	4.273e-11__5.8423e-15	0__0	1.5699e-12__8.9797e-15	-0.20734__-0.14206	3.6907__3.472	0	0.15352	-2.3484e-11	5.3276e-15	2.562e-11	1.2938e-14	174.8232	174.8232
HMR_0578	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8815e-28	0.34548__0.36011	0.10959__0.11868	-8.6433e-12__0	0.34026__0.35626	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.28037	0.29566	0.40603	0.41876	0.95508	0.95508
HMR_0587	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.17274__-0.18005	0.054795__0.059341	-0.76203__0	-0.17013__-0.17813	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.20302	-0.20938	-0.14019	-0.14783	0.95508	0.95508
HMR_2127	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_2141	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_3789	0.70549	0.1122	0.14496	9.0769e-64	4.349e-67	7.6237e-49	96.51083__115.4068	70.4271__82.9132	333.3333__-7.963334e-10	83.1238__97.9361	0.90589__0.76154	3.6868__2.9578	1	9.0769e-64	40.5472	48.5491	139.2393	169.0969	0.84876	0.84876
HMR_3952	0.82564	-0.0794	0.14496	4.7658e-15	6.0789e-15	1.474e-19	-73.9663__-78.8629	44.4103__44.2732	-409.7642__0	-68.2771__-75.2325	-0.88568__-0.9172	4.5864__5.5066	1	4.7658e-15	-100.6597	-106.3377	-40.9145	-46.6439	0.90755	0.90755
HMR_4760	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_4843	0.70173	0.1132	0.14496	3.6919e-67	1.8412e-70	6.6363e-53	126.1665__146.3182	73.012__86.3844	333.3333__-7.963334e-10	112.1956__128.0541	0.9102__0.80722	3.7718__3.2096	1	3.6919e-67	68.6939	77.4746	170.7924	201.6769	0.87616	0.87616
HMR_4852	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8792e-28	13.0471__13.5996	4.1387__4.4821	-2.3832e-10__0	12.85__13.4544	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	10.5884	11.1658	15.3341	15.8147	0.95508	0.95508
HMR_4854	0.7034	-0.1138	0.14496	6.6129e-66	3.1841e-69	3.895e-51	-113.053__-132.6495	71.7284__84.7161	-333.3333__-489.5994	-99.32412__-114.6824	-0.90479__-0.78418	3.6938__3.063	1	6.6129e-66	-156.9817	-187.5303	-56.1173	-64.5459	0.86608	0.86608
HMR_4888	0.66309	-0.1452	0.14496	5.7355e-87	1.7218e-91	2.9562e-78	-329.8823__-387.8012	190.285__210.8875	-500__0	-320.8721__-376.4675	-0.24169__-0.21306	2.9014__2.5911	1	5.7355e-87	-449.4201	-531.23	-195.0578	-226.5086	0.85232	0.85232
HMR_4898	0.65709	0.1584	0.14496	8.6713e-93	9.4324e-89	1.7276e-83	125.2407__138.1499	43.4187__47.4401	12.9657__0	124.0058__137.3201	0.20023__0.082367	2.7652__2.6402	1	8.6713e-93	92.8654	102.3234	155.2981	173.4854	0.90304	0.90304
HMR_4926	0.79755	0.081	0.14496	2.0684e-18	1.4785e-19	2.8793e-28	0.74149__0.77289	0.23521__0.25473	1.6355__-2.4444e-13	0.73029__0.76463	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.60175	0.63457	0.87146	0.89877	0.95508	0.95508
HMR_4957	0.70549	0.1122	0.14496	9.0769e-64	4.349e-67	7.6116e-49	96.51083__115.4068	70.4271__82.9132	11.3747__-2.73012e-12	83.1238__97.9361	0.90589__0.76154	3.6868__2.9578	1	9.0769e-64	40.5472	48.5491	139.2393	169.0969	0.84876	0.84876
HMR_5006	0.82564	0.0794	0.14496	4.7658e-15	6.0789e-15	1.4737e-19	73.9663__78.8629	44.4103__44.2732	-3.0896e-10__0	68.2771__75.2325	0.88568__0.9172	4.5864__5.5066	1	4.7658e-15	40.9145	46.6439	100.6597	106.3377	0.90755	0.90755
HMR_5031	0.79348	0.0724	0.14496	4.0669e-30	1.0044e-25	1.2998e-25	274.5459__288.8447	91.70242__100.6694	-1.2454e-10__-5.1752e-13	268.2589__283.8537	0.41977__0.2289	3.289__2.8672	1	4.0669e-30	207.5964	213.9863	334.4602	359.4265	0.94506	0.94506
HMR_5033	0.90338	0.0334	0.14496	0.00075588	0.0010416	9.6e-06	-183.2459__-179.9353	70.4554__72.2938	-798.8667__-722.4345	-175.1836__-169.8568	-0.73564__-0.9604	4.4689__4.8027	1	0.00075588	-225.7097	-219.3192	-132.7562	-129.8888	1.0314	1.0314
HMR_5043	0.66794	0.1422	0.14496	5.0875e-91	9.0753e-91	4.7857e-80	398.3212__448.0894	167.3097__179.0754	500__500	395.9685__445.9885	0.16417__0.15616	2.6755__2.5925	1	5.0875e-91	274.7474	312.7775	515.1583	577.7405	0.88784	0.88784
HMR_6287	0.70521	0.1124	0.14496	9.2731e-64	4.4434e-67	7.7122e-49	96.4482__115.3415	70.4229__82.9071	0__0	83.0417__97.8755	0.90591__0.76146	3.687__2.9575	1	9.2731e-64	40.4976	48.4924	139.1478	169.049	0.84844	0.84844
HMR_6294	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8808e-28	16.6048__17.308	5.2673__5.7043	36.6261__0	16.354__17.1232	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	13.4756	14.2105	19.5154	20.1271	0.95508	0.95508
HMR_6332	0.93275	0.003	0.14496	0.041797	0.046826	0.63564	154.3546__151.3105	111.3029__105.1598	0__0	133.3278__133.3081	0.89437__0.98877	3.6325__4.4216	1	0.041797	65.8244	70.1084	220.9208	214.7747	1.0001	1.0001
HMR_6334	0.67122	0.1294	0.14496	1.3813e-76	2.8655e-65	7.0458e-59	91.29838__108.9077	68.7572__76.467	0__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_6431	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6438	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0015771__-0.0016438	0.00050027__0.00054177	-0.0069572__0	-0.0015532__-0.0016263	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0018535	-0.0019116	-0.0012799	-0.0013497	0.95508	0.95508
HMR_6446	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6454	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_7638	0.91564	0.042	0.14496	0.0018823	0.0029724	4.3369e-06	330.3155__335.1679	117.925__113.0067	-6.7255e-11__-8.7703e-12	320.2778__330.9576	0.41084__0.19951	3.0099__2.9838	1	0.0018823	245.971	255.6381	405.4901	409.6285	0.96773	0.96773
HMR_7719	0.67122	-0.129	0.14496	1.3813e-76	2.8655e-65	7.0562e-59	-91.29838__-108.9077	68.7572__76.467	0__0	-76.5351__-94.5211	-1.067__-0.70307	4.2731__2.9427	1	1.3813e-76	-129.3277	-159.7863	-37.7028	-47.3831	0.80971	0.80971
HMR_7815	0.90338	-0.0334	0.14496	0.00075588	0.0010416	9.6e-06	183.2459__179.9353	70.4554__72.2938	-3.0335e-10__-2.2956e-12	175.1836__169.8568	0.73564__0.9604	4.4689__4.8027	1	0.00075588	132.7562	129.8888	225.7097	219.3192	1.0314	1.0314
HMR_8009	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	0.0017343__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_8475	0.76419	0.101	0.14496	2.9829e-33	1.239e-32	8.4121e-40	-157.1243__-138.7786	110.2877__107.3982	0__0	-138.4971__-115.5034	-1.0674__-1.1136	5.421__4.7273	1	2.9829e-33	-223.135	-201.3379	-71.5827	-53.3411	1.1991	1.1991
HMR_8614	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_8891	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.17274__0.18005	0.054795__0.059341	-3.1552e-12__0	0.17013__0.17813	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.14019	0.14783	0.20302	0.20938	0.95508	0.95508
HMR_7771	1.0	-0.8891	0.15189	0	0	0	0__-2.4513e-16	0__1.6283e-16	0__0	0__-2.4037e-16	none	none	1	0	0.0	-3.54e-16	0.0	-1.3794e-16	0	0
HMR_1095	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_5423	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_7786	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_7792	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_8639	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	1.0171__1.0602	0.32264__0.3494	-1.8578e-11__0	1.0017__1.0488	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.82542	0.87043	1.1954	1.2328	0.95508	0.95508
HMR_3953	0.79755	-0.0807	0.14505	2.0684e-18	1.4785e-19	2.886e-28	-0.002361__-0.002461	0.00074895__0.00081109	-0.010416__0	-0.0023254__-0.0024347	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0027749	-0.0028619	-0.0019161	-0.0020206	0.95508	0.95508
HMR_4765	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00039312__-0.00040977	0.0001247__0.00013505	-0.0017343__0	-0.00038718__-0.0004054	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00046203	-0.00047651	-0.00031904	-0.00033644	0.95508	0.95508
HMR_4856	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8807e-28	0.002361__0.002461	0.00074895__0.00081109	7.1212e-18__0	0.0023254__0.0024347	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0019161	0.0020206	0.0027749	0.0028619	0.95508	0.95508
HMR_4883	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.879e-28	-0.0078648__-0.0081978	0.0024948__0.0027018	-0.034695__0	-0.0077459__-0.0081103	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0092433	-0.0095331	-0.0063826	-0.0067307	0.95508	0.95508
HMR_4894	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0086533__0.0090197	0.0027449__0.0029727	-1.5806e-13__0	0.0085226__0.0089234	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0070225	0.0074055	0.01017	0.010489	0.95508	0.95508
HMR_6629	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.003145__0.0032782	0.00099763__0.0010804	-5.7446e-14__0	0.0030975__0.0032432	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0025523	0.0026915	0.0036963	0.0038121	0.95508	0.95508
HMR_7778	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0039335__0.0041001	0.0012478__0.0013513	0.0086763__0	0.0038741__0.0040563	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0031922	0.0033663	0.004623	0.0047679	0.95508	0.95508
HMR_7780	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0039335__0.0041001	0.0012478__0.0013513	0.0086763__0	0.0038741__0.0040563	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0031922	0.0033663	0.004623	0.0047679	0.95508	0.95508
HMR_8722	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0039358__0.0041025	0.0012485__0.0013521	-7.1891e-14__0	0.0038764__0.0040587	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0031941	0.0033683	0.0046257	0.0047707	0.95508	0.95508
HMR_9625	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
ACRNtm	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8788e-28	-0.68149__-0.71035	0.21618__0.23411	-1.5032__-2.9293	-0.6712__-0.70276	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.80095	-0.82605	-0.55306	-0.58322	0.95508	0.95508
BILDGLCURtr	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00039312__0.00040977	0.0001247__0.00013505	-7.1808e-15__0	0.00038718__0.0004054	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00031904	0.00033644	0.00046203	0.00047651	0.95508	0.95508
BTNt4i	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
CLPNDCOAtx	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
FOLt2	0.94696	0.0077	0.14505	0.030955	0.024818	0.15574	93.0619__100.7941	248.697__238.4054	500__500	88.015__86.6154	-0.05249__0.03264	3.2017__3.5614	1	0.030955	-65.9029	-51.2022	256.8085	254.3941	1.0162	1.0162
GLCt2_2	0.95611	0.0346	0.14496	0.99653	0.99653	0.42231	237.9097__237.902	129.7997__122.0782	-181.7493__-164.9761	230.5307__232.6621	0.39966__0.42316	3.5658__4.0698	0	0.99653	147.5532	153.5993	319.7475	318.2355	0.99084	0.99084
LPCHOLt	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	4.7541__4.9554	1.5081__1.6332	10.4863__0	4.6823__4.9025	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	3.8582	4.0686	5.5874	5.7626	0.95508	0.95508
NAHCO3_HCLt	0.70737	0.1428	0.14496	3.8547e-61	1.8224e-59	2.7523e-58	451.7394__490.6793	167.5876__169.9096	1.82175e-12__40.8437	437.0622__482.9249	0.30416__0.21368	2.646__2.6108	1	3.8547e-61	327.6815	366.0829	564.0865	607.5962	0.90503	0.90503
NH4t3r	0.85581	0.0694	0.14496	1.3425e-08	5.0479e-09	1.1975e-10	-87.9264__-73.4818	179.8158__169.3281	-808.4308__-657.9817	-88.475__-72.6391	0.10766__0.01464	3.2197__2.9805	1	1.3425e-08	-214.0214	-190.6988	28.1701	41.723	1.218	1.218
PEt	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	1.6068__1.6748	0.50969__0.55198	-2.9349e-11__0	1.5825__1.6569	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	1.304	1.3751	1.8884	1.9476	0.95508	0.95508
PGLYCt	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.25363__0.26437	0.080455__0.08713	0.55944__0	0.2498__0.26155	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.20583	0.21706	0.29809	0.30743	0.95508	0.95508
PSt3	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.1601__0.16688	0.050785__0.054999	-2.9244e-12__0	0.15768__0.1651	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.12993	0.13701	0.18816	0.19406	0.95508	0.95508
XOLEST2te	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.096902__0.10101	0.030739__0.033289	-1.77e-12__0	0.095438__0.099927	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.07864	0.082929	0.11389	0.11746	0.95508	0.95508
r0941	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8803e-28	-30.3972__-31.6843	9.64237__10.4424	0__-130.6562	-29.9379__-31.346	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-35.7253	-36.8451	-24.6687	-26.014	0.95508	0.95508
r1147	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0036836__0.0038396	0.0011685__0.0012654	-6.7285e-14__0	0.003628__0.0037986	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0029894	0.0031525	0.0043293	0.004465	0.95508	0.95508
r1423	0.91478	0.0074	0.1453	0.0018987	0.001406	0.35242	259.801__269.0267	195.7589__212.4084	0__0	223.7828__224.077	0.91621__0.91622	3.5699__3.3027	1	0.0018987	100.0397	94.8621	375.8619	396.3806	0.99869	0.99869
r2377	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8808e-28	16.6048__17.308	5.2673__5.7043	36.6261__0	16.354__17.1232	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	13.4756	14.2105	19.5154	20.1271	0.95508	0.95508
PIt8	0.85239	0.0846	0.14513	2.3072e-17	1.1692e-16	3.951e-15	-551.5078__-526.8488	209.3035__211.1826	-1000__-1000	-570.0156__-545.4548	0.3781__0.44609	2.7989__3.0227	1	2.3072e-17	-704.9369	-680.0483	-412.4852	-391.0381	1.045	1.045
C4tmc	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8833e-28	0.33601__0.35024	0.10659__0.11543	0__0	0.33094__0.3465	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.27269	0.28756	0.39491	0.40729	0.95508	0.95508
C6COAt	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
Coqe	0.79755	0.081	0.14496	2.0666e-18	1.4771e-19	2.8751e-28	0.0015771__0.0016438	0.00050027__0.00054177	-1.7927e-10__-3.3221e-09	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0666e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
PPItm	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.19009__-0.19813	0.060298__0.065301	-0.83856__0	-0.18721__-0.19602	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.22341	-0.23041	-0.15426	-0.16268	0.95508	0.95508
TAURCHAe	0.67663	0.1595	0.14522	7.1081e-84	3.9595e-86	6.6845e-98	577.0223__634.0628	188.3382__218.6669	500__0	598.0106__660.5479	-0.44381__-0.45323	2.8034__2.5356	1	7.1081e-84	455.099	480.267	717.2265	805.3068	0.90533	0.90533
q10tm	0.79755	0.081	0.14496	2.0667e-18	1.4772e-19	2.8754e-28	0.0015771__0.0016438	0.00050027__0.00054177	-5.6843e-14__-3.3221e-09	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0667e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
AHCYSte	0.67281	0.1841	0.14505	2.783e-104	2.9152e-101	1.408e-93	341.8774__407.453	207.0958__224.1793	500__500	328.2896__408.9502	0.35181__0.17244	2.4119__2.3175	1	2.783e-104	172.561	230.116	494.3782	565.3349	0.80276	0.80276
PEPtr	0.64325	0.1366	0.14513	3.0379e-92	2.3165e-88	1.0388e-85	-448.423__-393.4594	193.0334__195.0727	-1000__-1000	-445.5649__-391.238	0.028602__-0.048444	2.6336__3.2026	1	3.0379e-92	-590.8879	-523.6558	-313.0528	-263.485	1.1389	1.1389
DCMPtr	0.76405	-0.1006	0.14496	3.2703e-33	1.3542e-32	9.318e-40	157.3314__138.9945	110.3023__107.4159	500__500	138.7539__115.7654	1.0673__1.1139	5.4195__4.7287	1	3.2703e-33	71.8012	53.5337	223.3842	201.5752	1.1986	1.1986
